rooms,avg_rent_price,min_rent_price,max_rent_price,median_rent_price,count_rent
1.0,3735.71,900.0,5500.0,3750.0,7
1.5,5200.0,4350.0,7200.0,4625.0,4
2.0,6765.62,3600.0,9800.0,6850.0,16
2.5,8200.0,7000.0,9400.0,8200.0,4
3.0,7800.0,2800.0,12400.0,7500.0,11
3.5,14350.0,14350.0,14350.0,14350.0,1
4.0,1903366.67,9300.0,5690000.0,10800.0,3
5.0,9662.0,9662.0,9662.0,9662.0,1
