rooms,avg_sale_price,min_sale_price,max_sale_price,median_sale_price,count_sale
1.0,2100000.0,2100000.0,2100000.0,2100000.0,1
2.0,2569642.86,1000000.0,3700000.0,2495000.0,14
2.5,3535000.0,3180000.0,3890000.0,3535000.0,2
3.0,3760000.0,3170000.0,4550000.0,3650000.0,11
4.0,5790000.0,5690000.0,5890000.0,5790000.0,2
5.0,7163333.33,4890000.0,8700000.0,7900000.0,3
