rooms,avg_rent_price,min_rent_price,max_rent_price,median_rent_price,count_rent
1.0,3200.0,3200.0,3200.0,3200.0,1
2.0,4666.67,4200.0,5300.0,4500.0,3
3.0,304402.0,5100.0,2987000.0,6560.0,10
3.5,6025.0,4950.0,7100.0,6025.0,2
4.0,6880.0,600.0,13000.0,7200.0,15
4.5,6500.0,6500.0,6500.0,6500.0,1
5.0,10000.0,10000.0,10000.0,10000.0,1
