rooms,avg_sale_price,min_sale_price,max_sale_price,median_sale_price,count_sale
2.5,2590000.0,2190000.0,2990000.0,2590000.0,2
3.0,2802125.0,2200000.0,3390000.0,2800000.0,8
3.5,2640000.0,2290000.0,2990000.0,2640000.0,2
4.0,3704636.36,2970000.0,6000000.0,3450000.0,11
4.5,2750000.0,2750000.0,2750000.0,2750000.0,1
5.0,4971249.88,3320000.0,6200000.0,5550000.0,8
