rooms,avg_sale_price,min_sale_price,max_sale_price,median_sale_price,count_sale
2.0,4228750.0,4228750.0,4228750.0,4228750.0,1
3.0,6287800.0,4800000.0,9000000.0,5990000.0,5
3.5,18500000.0,18500000.0,18500000.0,18500000.0,1
4.0,8013750.0,4030000.0,15700000.0,6745000.0,8
4.5,14500000.0,14500000.0,14500000.0,14500000.0,1
5.0,27580000.0,11500000.0,35000000.0,33000000.0,5
6.0,16500000.0,14000000.0,19500000.0,16000000.0,3
7.0,36070000.0,14300000.0,49990000.0,39995000.0,4
