rooms,avg_sale_price,min_sale_price,max_sale_price,median_sale_price,count_sale
3.0,1114399.8,599999.0,1499000.0,1174999.5,10
4.0,1253899.95,650000.0,2200000.0,1199499.5,20
5.0,2336111.11,1750000.0,3050000.0,2290000.0,9
6.0,2610000.0,2500000.0,2720000.0,2610000.0,2
7.0,2150000.0,2150000.0,2150000.0,2150000.0,1
8.0,2299000.0,2299000.0,2299000.0,2299000.0,1
