rooms,avg_rent_price,min_rent_price,max_rent_price,median_rent_price,count_rent
1.0,1750.0,1750.0,1750.0,1750.0,2
1.5,1850.0,1850.0,1850.0,1850.0,1
2.0,2086.0,1450.0,2800.0,2100.0,18
2.5,2200.0,2200.0,2200.0,2200.0,1
3.0,114250.0,2150.0,895000.0,2700.0,8
3.5,2500.0,2500.0,2500.0,2500.0,1
4.0,183000.0,1200.0,1800000.0,3500.0,10
5.0,4850.0,4200.0,5500.0,4850.0,2
