rooms,avg_sale_price,min_sale_price,max_sale_price,median_sale_price,count_sale
4.0,2605454.55,2340000.0,3400000.0,2550000.0,22
4.5,2712500.0,2680000.0,2800000.0,2685000.0,4
5.0,3059083.17,2750000.0,4890000.0,2814999.5,12
