rooms,avg_rent_price,min_rent_price,max_rent_price,median_rent_price,count_rent
1.0,2150.0,800.0,3500.0,2150.0,2
2.0,3775.0,3000.0,4600.0,3850.0,8
2.5,4450.0,4000.0,4900.0,4450.0,2
3.0,4933.33,3800.0,6000.0,4950.0,6
3.5,6850.0,6200.0,7500.0,6850.0,2
4.0,482730.0,5800.0,2385000.0,7500.0,5
4.5,7300.0,7000.0,7900.0,7000.0,3
5.0,9762.5,8650.0,10500.0,9950.0,4
6.0,10060.0,8000.0,12500.0,9800.0,5
