rooms,avg_sale_price,min_sale_price,max_sale_price,median_sale_price,count_sale
4.0,2608750.0,2385000.0,2750000.0,2650000.0,4
4.5,4450000.0,4450000.0,4450000.0,4450000.0,1
5.0,3388083.33,2380000.0,5000000.0,3130000.0,12
5.5,4256500.0,3499000.0,5250000.0,4320000.0,6
6.0,4065000.0,2850000.0,5750000.0,3840000.0,8
6.5,4700000.0,4700000.0,4700000.0,4700000.0,1
7.0,5130000.0,4900000.0,5500000.0,4990000.0,3
8.0,6470000.0,4450000.0,8490000.0,6470000.0,2
9.0,4790000.0,4790000.0,4790000.0,4790000.0,1
