rooms,avg_purchase_price,avg_rent_price,avg_purchase_price_per_sqm,avg_rent_price_per_sqm,estimated_gross_yield,sample_size_buy,sample_size_rent
4.0,3660312.5,8542.8571,32837.84,73.2014,0.028,16,7
5.0,4732857.1429,431427.1429,32934.7438,75.5177,1.0939,14,14
6.0,6333333.3333,16375.0,30333.03,75.83,0.031,6,6
