rooms,avg_rent_price,min_rent_price,max_rent_price,median_rent_price,count_rent
1.0,1890.0,1890.0,1890.0,1890.0,1
3.0,7200.0,7200.0,7200.0,7200.0,1
5.0,8900.0,8900.0,8900.0,8900.0,1
6.0,3206500.0,13000.0,6400000.0,3206500.0,2
