rooms,avg_sale_price,min_sale_price,max_sale_price,median_sale_price,count_sale
3.0,2561111.11,2260000.0,2740000.0,2620000.0,9
4.0,4093333.33,3280000.0,4500000.0,4500000.0,3
4.5,3605000.0,3320000.0,3890000.0,3605000.0,2
5.0,4119583.33,3480000.0,6780000.0,3792500.0,12
6.0,6710000.0,6190000.0,7450000.0,6600000.0,4
6.5,6800000.0,6800000.0,6800000.0,6800000.0,1
