rooms,avg_rent_price,min_rent_price,max_rent_price,median_rent_price,count_rent
1.0,5000.0,5000.0,5000.0,5000.0,1
1.5,3166.67,100.0,4900.0,4500.0,3
2.0,8100.56,5200.0,13600.0,7740.0,18
2.5,7525.0,6500.0,9500.0,7050.0,4
3.0,9336.36,4000.0,11800.0,10000.0,11
3.5,11750.0,11000.0,12500.0,11750.0,2
4.0,14875.0,10500.0,21000.0,14000.0,4
5.0,17220.67,9662.0,23000.0,19000.0,3
