rooms,avg_sale_price,min_sale_price,max_sale_price,median_sale_price,count_sale
1.0,1890000.0,1890000.0,1890000.0,1890000.0,1
1.5,3650000.0,3650000.0,3650000.0,3650000.0,1
2.0,3053000.0,2529000.0,4500000.0,2718000.0,9
2.5,3835714.29,3290000.0,4750000.0,3700000.0,7
3.0,4433333.22,3580000.0,4999999.0,4550000.0,9
3.5,5330000.0,3700000.0,8300000.0,3990000.0,3
4.0,8875625.0,4400000.0,21500000.0,6387500.0,8
5.0,23750000.0,14250000.0,32000000.0,25000000.0,3
