rooms,avg_rent_price,min_rent_price,max_rent_price,median_rent_price,count_rent
2.0,12000.0,12000.0,12000.0,12000.0,1
3.0,11086.67,100.0,20000.0,10000.0,15
3.5,9800.0,9800.0,9800.0,9800.0,1
4.0,23477.78,11000.0,37000.0,20000.0,9
4.5,21000.0,21000.0,21000.0,21000.0,1
5.0,24000.0,11000.0,30000.0,23000.0,7
6.0,32000.0,32000.0,32000.0,32000.0,1
